region,World
climate_model,MAGICC6
scenario,NDC_Ca5
variable,Surface Temperature
unit,K
todo,N/A
model,unspecified
2053-01-01 00:00:00,0.9516284321999999
2054-01-01 00:00:00,0.9524024112
2055-01-01 00:00:00,0.9519514414000001
2056-01-01 00:00:00,0.9475682871000001
2057-01-01 00:00:00,0.9447668939
2058-01-01 00:00:00,0.9449570045000001
2059-01-01 00:00:00,0.942229665
2060-01-01 00:00:00,0.9404919853000001
2061-01-01 00:00:00,0.9392571025
2062-01-01 00:00:00,0.9374261085000001
2063-01-01 00:00:00,0.9341923466000001
2064-01-01 00:00:00,0.9306980212
2065-01-01 00:00:00,0.9270541494
2066-01-01 00:00:00,0.9248417737
2067-01-01 00:00:00,0.9200666131
2068-01-01 00:00:00,0.9159834352
2069-01-01 00:00:00,0.9159573002
2070-01-01 00:00:00,0.916200525
2071-01-01 00:00:00,0.9155036951
2072-01-01 00:00:00,0.913885561
2073-01-01 00:00:00,0.9131151045
2074-01-01 00:00:00,0.9109510218
2075-01-01 00:00:00,0.9093548522
2076-01-01 00:00:00,0.9072952432
2077-01-01 00:00:00,0.9052180234000001
2078-01-01 00:00:00,0.9030566204000001
2079-01-01 00:00:00,0.9010860258000001
2080-01-01 00:00:00,0.8993568723
2081-01-01 00:00:00,0.8977138203000001
2082-01-01 00:00:00,0.8959083075000001
2083-01-01 00:00:00,0.8943695262000001
2084-01-01 00:00:00,0.8925435758
2085-01-01 00:00:00,0.8906306651000001
2086-01-01 00:00:00,0.8886393397
2087-01-01 00:00:00,0.8874252651
2088-01-01 00:00:00,0.8860362310000001
2089-01-01 00:00:00,0.8829311828
2090-01-01 00:00:00,0.8800503849
2091-01-01 00:00:00,0.8778568214
2092-01-01 00:00:00,0.8746464147
2093-01-01 00:00:00,0.8718631441000001
2094-01-01 00:00:00,0.869058721
2095-01-01 00:00:00,0.8661307793
2096-01-01 00:00:00,0.8635044562
2097-01-01 00:00:00,0.8608665379
2098-01-01 00:00:00,0.8581081283
2099-01-01 00:00:00,0.8552719483
2100-01-01 00:00:00,0.8520745428000001
2101-01-01 00:00:00,0.8488977874
2102-01-01 00:00:00,0.8456250208
2103-01-01 00:00:00,0.8425173883
2104-01-01 00:00:00,0.8395443635
2105-01-01 00:00:00,0.8364200031
2106-01-01 00:00:00,0.8329067853
2107-01-01 00:00:00,0.8297138482
2108-01-01 00:00:00,0.8267426373
2109-01-01 00:00:00,0.8240701568000001
2110-01-01 00:00:00,0.8213087285
2111-01-01 00:00:00,0.8184418191
2112-01-01 00:00:00,0.8165990539
2113-01-01 00:00:00,0.8151257358
2114-01-01 00:00:00,0.8136437752
2115-01-01 00:00:00,0.8120963868000001
2116-01-01 00:00:00,0.8101669012
2117-01-01 00:00:00,0.8078200883000001
2118-01-01 00:00:00,0.8053235555000001
2119-01-01 00:00:00,0.8029156785000001
2120-01-01 00:00:00,0.8003838319000001
2121-01-01 00:00:00,0.7986493429000001
2122-01-01 00:00:00,0.7975098298000002
2123-01-01 00:00:00,0.7958251642000002
2124-01-01 00:00:00,0.7938069751000002
2125-01-01 00:00:00,0.7919316677000002
2126-01-01 00:00:00,0.7901891500000002
2127-01-01 00:00:00,0.7877847355000002
2128-01-01 00:00:00,0.7853279099000001
2129-01-01 00:00:00,0.7829267978000002
2130-01-01 00:00:00,0.7803876209000001
2131-01-01 00:00:00,0.7777398404000001
2132-01-01 00:00:00,0.7752444407000002
2133-01-01 00:00:00,0.7729264587000001
2134-01-01 00:00:00,0.7705593550000002
2135-01-01 00:00:00,0.7682587512000001
2136-01-01 00:00:00,0.7659564842000002
2137-01-01 00:00:00,0.7636519754000001
2138-01-01 00:00:00,0.7615451267000002
2139-01-01 00:00:00,0.7595820993000001
2140-01-01 00:00:00,0.7572796450000001
2141-01-01 00:00:00,0.7552163971000001
2142-01-01 00:00:00,0.7532078450000002
2143-01-01 00:00:00,0.7512897116000001
2144-01-01 00:00:00,0.7496241504000001
2145-01-01 00:00:00,0.7479259260000001
2146-01-01 00:00:00,0.746021386
2147-01-01 00:00:00,0.7442066807000001
2148-01-01 00:00:00,0.7425562127
2149-01-01 00:00:00,0.7409741318000002
2150-01-01 00:00:00,0.7392516694000001
2151-01-01 00:00:00,0.7390367440000001
2152-01-01 00:00:00,0.7399738405000001
2153-01-01 00:00:00,0.7415563019
2154-01-01 00:00:00,0.7428082761000001
2155-01-01 00:00:00,0.7436699455
2156-01-01 00:00:00,0.7447529956
2157-01-01 00:00:00,0.7470140004
2158-01-01 00:00:00,0.7493127943
2159-01-01 00:00:00,0.7511718648000001
2160-01-01 00:00:00,0.7521384403000001
2161-01-01 00:00:00,0.7532207173000001
2162-01-01 00:00:00,0.7543434190000001
2163-01-01 00:00:00,0.7554791545000001
2164-01-01 00:00:00,0.7568165878
2165-01-01 00:00:00,0.758277725
2166-01-01 00:00:00,0.7597207353000001
2167-01-01 00:00:00,0.7594577218
2168-01-01 00:00:00,0.7600355346000001
2169-01-01 00:00:00,0.7618186412000001
2170-01-01 00:00:00,0.7633942719000001
2171-01-01 00:00:00,0.7639470603000001
2172-01-01 00:00:00,0.7647470081000002
2173-01-01 00:00:00,0.7655968285000002
2174-01-01 00:00:00,0.7664130233000003
2175-01-01 00:00:00,0.7671943619000002
2176-01-01 00:00:00,0.7679385507000002
2177-01-01 00:00:00,0.7686429638000002
2178-01-01 00:00:00,0.7693048635000003
2179-01-01 00:00:00,0.7699212057000002
2180-01-01 00:00:00,0.7703202503000002
2181-01-01 00:00:00,0.7702235333000003
2182-01-01 00:00:00,0.7699123283000002
2183-01-01 00:00:00,0.7695347157000002
2184-01-01 00:00:00,0.7690806373000002
2185-01-01 00:00:00,0.7693610733000001
2186-01-01 00:00:00,0.7682980094
2187-01-01 00:00:00,0.7674645296000001
2188-01-01 00:00:00,0.7668050531
2189-01-01 00:00:00,0.76546899
2190-01-01 00:00:00,0.76421128
2191-01-01 00:00:00,0.76304551
2192-01-01 00:00:00,0.76196851
2193-01-01 00:00:00,0.76097646
2194-01-01 00:00:00,0.7604131395
2195-01-01 00:00:00,0.7618447817
2196-01-01 00:00:00,0.7633876713000001
2197-01-01 00:00:00,0.7653860201
2198-01-01 00:00:00,0.7683264829
2199-01-01 00:00:00,0.7723973284
2200-01-01 00:00:00,0.7784216220000001
2201-01-01 00:00:00,0.7845323664000001
2202-01-01 00:00:00,0.7908013715000002
2203-01-01 00:00:00,0.7944266470000002
2204-01-01 00:00:00,0.7973654136000001
2205-01-01 00:00:00,0.8000160037000001
2206-01-01 00:00:00,0.8015416766000001
2207-01-01 00:00:00,0.8083199355
2208-01-01 00:00:00,0.8103432521
2209-01-01 00:00:00,0.8127947428
2210-01-01 00:00:00,0.8143847630000001
2211-01-01 00:00:00,0.8179332782
2212-01-01 00:00:00,0.819704705
2213-01-01 00:00:00,0.8215371909
2214-01-01 00:00:00,0.82290921
2215-01-01 00:00:00,0.8254021399
2216-01-01 00:00:00,0.82758629
2217-01-01 00:00:00,0.8303471799000001
2218-01-01 00:00:00,0.8344633257
2219-01-01 00:00:00,0.8366225981000001
2220-01-01 00:00:00,0.8393962202
2221-01-01 00:00:00,0.8419868809000001
2222-01-01 00:00:00,0.8455219625
2223-01-01 00:00:00,0.849393819
2224-01-01 00:00:00,0.8510249645
2225-01-01 00:00:00,0.8516895248999999
2226-01-01 00:00:00,0.8533525233
2227-01-01 00:00:00,0.8564514716
2228-01-01 00:00:00,0.8577192032000001
2229-01-01 00:00:00,0.8577682194
2230-01-01 00:00:00,0.8608433092000001
2231-01-01 00:00:00,0.8641383906
2232-01-01 00:00:00,0.8655840965
2233-01-01 00:00:00,0.8658572647
2234-01-01 00:00:00,0.8688154166000001
2235-01-01 00:00:00,0.8698354932
2236-01-01 00:00:00,0.8695478649
2237-01-01 00:00:00,0.8696167718000001
2238-01-01 00:00:00,0.8699365774000001
2239-01-01 00:00:00,0.8697099366000001
2240-01-01 00:00:00,0.8694890040000001
2241-01-01 00:00:00,0.8692739143000001
2242-01-01 00:00:00,0.8696297381000001
2243-01-01 00:00:00,0.8706321442000001
2244-01-01 00:00:00,0.8711104145
2245-01-01 00:00:00,0.8724947167
2246-01-01 00:00:00,0.8760390544000001
2247-01-01 00:00:00,0.8798931917000001
2248-01-01 00:00:00,0.8837619966000001
2249-01-01 00:00:00,0.8849988329000001
2250-01-01 00:00:00,0.8847274991
2251-01-01 00:00:00,0.8868814214000001
2252-01-01 00:00:00,0.8896146220000001
2253-01-01 00:00:00,0.8940387966
2254-01-01 00:00:00,0.8976948316000001
2255-01-01 00:00:00,0.9004215006
2256-01-01 00:00:00,0.903565465
2257-01-01 00:00:00,0.9089315551
2258-01-01 00:00:00,0.9107211546
2259-01-01 00:00:00,0.9136491866
2260-01-01 00:00:00,0.9165904348000001
2261-01-01 00:00:00,0.9200193739
2262-01-01 00:00:00,0.9237572204
2263-01-01 00:00:00,0.9269727652
2264-01-01 00:00:00,0.9279148028
2265-01-01 00:00:00,0.9291845526000001
2266-01-01 00:00:00,0.9309442005000002
2267-01-01 00:00:00,0.9340361593000001
2268-01-01 00:00:00,0.9391175873000001
2269-01-01 00:00:00,0.9460233619
2270-01-01 00:00:00,0.9500128186000001
2271-01-01 00:00:00,0.9558304811
2272-01-01 00:00:00,0.9588960115999999
2273-01-01 00:00:00,0.9626147
2274-01-01 00:00:00,0.9694619879
2275-01-01 00:00:00,0.9715690948
2276-01-01 00:00:00,0.9798433478
2277-01-01 00:00:00,0.9911620579
2278-01-01 00:00:00,0.9924027165
2279-01-01 00:00:00,0.9996142818000001
2280-01-01 00:00:00,1.0039109778000002
2281-01-01 00:00:00,1.0035847156000002
2282-01-01 00:00:00,1.0031409129000002
2283-01-01 00:00:00,1.0022677999
2284-01-01 00:00:00,1.0010682433
2285-01-01 00:00:00,1.0022491375000002
2286-01-01 00:00:00,1.004496004
2287-01-01 00:00:00,1.009532579
2288-01-01 00:00:00,1.016962432
2289-01-01 00:00:00,1.020888272
2290-01-01 00:00:00,1.0229784050000001
2291-01-01 00:00:00,1.024955737
2292-01-01 00:00:00,1.026887634
2293-01-01 00:00:00,1.028939831
2294-01-01 00:00:00,1.0316125
2295-01-01 00:00:00,1.034194101
2296-01-01 00:00:00,1.038956642
2297-01-01 00:00:00,1.043082997
2298-01-01 00:00:00,1.04884398
2299-01-01 00:00:00,1.052281205
2300-01-01 00:00:00,1.0559202490000001
2301-01-01 00:00:00,1.0569846950000001
2302-01-01 00:00:00,1.0571847330000002
2303-01-01 00:00:00,1.057302478
2304-01-01 00:00:00,1.058127466
2305-01-01 00:00:00,1.059089812
2306-01-01 00:00:00,1.060562845
2307-01-01 00:00:00,1.059983908
2308-01-01 00:00:00,1.059364604
2309-01-01 00:00:00,1.058895412
2310-01-01 00:00:00,1.0586042190000002
2311-01-01 00:00:00,1.0582630130000001
2312-01-01 00:00:00,1.0578737409999999
2313-01-01 00:00:00,1.057689132
2314-01-01 00:00:00,1.058184777
2315-01-01 00:00:00,1.0596016460000002
2316-01-01 00:00:00,1.060967758
2317-01-01 00:00:00,1.062267595
2318-01-01 00:00:00,1.062791015
2319-01-01 00:00:00,1.062721437
2320-01-01 00:00:00,1.062615631
2321-01-01 00:00:00,1.0625675850000003
2322-01-01 00:00:00,1.062579353
2323-01-01 00:00:00,1.063237321
2324-01-01 00:00:00,1.06282493
2325-01-01 00:00:00,1.0623878850000001
2326-01-01 00:00:00,1.0619967369999999
2327-01-01 00:00:00,1.061694028
2328-01-01 00:00:00,1.061659267
2329-01-01 00:00:00,1.061593846
2330-01-01 00:00:00,1.061498797
2331-01-01 00:00:00,1.061433551
2332-01-01 00:00:00,1.061486609
2333-01-01 00:00:00,1.061508555
2334-01-01 00:00:00,1.061500257
2335-01-01 00:00:00,1.061812168
2336-01-01 00:00:00,1.06148088
2337-01-01 00:00:00,1.0608206679999999
2338-01-01 00:00:00,1.060458326
2339-01-01 00:00:00,1.0601830540000001
2340-01-01 00:00:00,1.059296311
2341-01-01 00:00:00,1.0588143740000002
2342-01-01 00:00:00,1.058600033
2343-01-01 00:00:00,1.058055781
2344-01-01 00:00:00,1.056648245
2345-01-01 00:00:00,1.055023499
2346-01-01 00:00:00,1.0533925969999998
2347-01-01 00:00:00,1.051756039
2348-01-01 00:00:00,1.0502993710000001
2349-01-01 00:00:00,1.050511015
2350-01-01 00:00:00,1.049047635
2351-01-01 00:00:00,1.0475782900000001
2352-01-01 00:00:00,1.046103214
2353-01-01 00:00:00,1.0446228730000002
2354-01-01 00:00:00,1.0440105379999998
2355-01-01 00:00:00,1.042660911
2356-01-01 00:00:00,1.041314034
2357-01-01 00:00:00,1.039959308
2358-01-01 00:00:00,1.038635249
2359-01-01 00:00:00,1.037373201
2360-01-01 00:00:00,1.036361519
2361-01-01 00:00:00,1.035389228
2362-01-01 00:00:00,1.034433357
2363-01-01 00:00:00,1.033470595
2364-01-01 00:00:00,1.0325012249999999
2365-01-01 00:00:00,1.0315254470000002
2366-01-01 00:00:00,1.030543512
2367-01-01 00:00:00,1.029555586
2368-01-01 00:00:00,1.028561903
2369-01-01 00:00:00,1.027562763
2370-01-01 00:00:00,1.0265582659999999
2371-01-01 00:00:00,1.025548546
2372-01-01 00:00:00,1.0245339690000002
2373-01-01 00:00:00,1.0235145860000001
2374-01-01 00:00:00,1.022490663
2375-01-01 00:00:00,1.021588527
2376-01-01 00:00:00,1.020722883
2377-01-01 00:00:00,1.0203830820000002
2378-01-01 00:00:00,1.020310074
2379-01-01 00:00:00,1.020649944
2380-01-01 00:00:00,1.0212004670000001
2381-01-01 00:00:00,1.02173271
2382-01-01 00:00:00,1.022248373
2383-01-01 00:00:00,1.022748586
2384-01-01 00:00:00,1.0232337
2385-01-01 00:00:00,1.0230952930000001
2386-01-01 00:00:00,1.0216392870000002
2387-01-01 00:00:00,1.020183392
2388-01-01 00:00:00,1.018727725
2389-01-01 00:00:00,1.01778458
2390-01-01 00:00:00,1.0172618230000001
2391-01-01 00:00:00,1.016732453
2392-01-01 00:00:00,1.01619657
2393-01-01 00:00:00,1.0156544570000001
2394-01-01 00:00:00,1.01510618
2395-01-01 00:00:00,1.0145521050000001
2396-01-01 00:00:00,1.0139923320000002
2397-01-01 00:00:00,1.013426944
2398-01-01 00:00:00,1.0128562070000002
2399-01-01 00:00:00,1.0122803040000001
2400-01-01 00:00:00,1.0106743425000002
2401-01-01 00:00:00,1.0089105086
2402-01-01 00:00:00,1.0071926504000004
2403-01-01 00:00:00,1.0055698424000001
2404-01-01 00:00:00,1.0039520883000002
2405-01-01 00:00:00,1.002339483
2406-01-01 00:00:00,1.0007320384
2407-01-01 00:00:00,0.9991296834000002
2408-01-01 00:00:00,0.9975324116000002
2409-01-01 00:00:00,0.9959402913000001
2410-01-01 00:00:00,0.9943532812000001
2411-01-01 00:00:00,0.9927713849
2412-01-01 00:00:00,0.9911946026
2413-01-01 00:00:00,0.9896229162000001
2414-01-01 00:00:00,0.9880563359
2415-01-01 00:00:00,0.986494827
2416-01-01 00:00:00,0.9849383979999999
2417-01-01 00:00:00,0.9833870408000001
2418-01-01 00:00:00,0.9818407339
2419-01-01 00:00:00,0.9802994643
2420-01-01 00:00:00,0.9792421346
2421-01-01 00:00:00,0.9782096275000001
2422-01-01 00:00:00,0.9771780659
2423-01-01 00:00:00,0.9761474596
2424-01-01 00:00:00,0.9751178467
2425-01-01 00:00:00,0.9740938115000001
2426-01-01 00:00:00,0.9731732991
2427-01-01 00:00:00,0.9722012631000001
2428-01-01 00:00:00,0.9707703197
2429-01-01 00:00:00,0.9693435508000001
2430-01-01 00:00:00,0.9679209498000001
2431-01-01 00:00:00,0.9665024984
2432-01-01 00:00:00,0.9650881851
2433-01-01 00:00:00,0.9636780016000001
2434-01-01 00:00:00,0.9622719213
2435-01-01 00:00:00,0.9608699293
