variable,Radiative Forcing
scenario,NDC_10_2000_CDRtest
region,World
model,unspecified
unit,W / m^2
climate_model,MAGICC6
todo,N/A
2447-01-01 00:00:00,1.811483149
2448-01-01 00:00:00,1.808353492
2449-01-01 00:00:00,1.805039453
2450-01-01 00:00:00,1.8017938800000002
2451-01-01 00:00:00,1.7988276820000002
2452-01-01 00:00:00,1.7955995369999997
2453-01-01 00:00:00,1.7923833939999998
2454-01-01 00:00:00,1.789103823
2455-01-01 00:00:00,1.785806357
2456-01-01 00:00:00,1.7825204439999998
2457-01-01 00:00:00,1.779246084
2458-01-01 00:00:00,1.775983194
2459-01-01 00:00:00,1.772731723
2460-01-01 00:00:00,1.769506531
2461-01-01 00:00:00,1.766325659
2462-01-01 00:00:00,1.763156057
2463-01-01 00:00:00,1.759839029
2464-01-01 00:00:00,1.75651672
2465-01-01 00:00:00,1.7532069579999998
2466-01-01 00:00:00,1.7499357890000002
2467-01-01 00:00:00,1.7467499800000001
2468-01-01 00:00:00,1.7435762630000002
2469-01-01 00:00:00,1.7404145549999999
2470-01-01 00:00:00,1.737264773
2471-01-01 00:00:00,1.7342595
2472-01-01 00:00:00,1.7317482
2473-01-01 00:00:00,1.72913508
2474-01-01 00:00:00,1.7259963789999997
2475-01-01 00:00:00,1.7228368010000001
2476-01-01 00:00:00,1.7201752250000002
2477-01-01 00:00:00,1.7172222689999999
2478-01-01 00:00:00,1.713822826
2479-01-01 00:00:00,1.710435496
2480-01-01 00:00:00,1.707060262
2481-01-01 00:00:00,1.703697024
2482-01-01 00:00:00,1.700345799
2483-01-01 00:00:00,1.6970062870000002
2484-01-01 00:00:00,1.693702612
2485-01-01 00:00:00,1.690554315
2486-01-01 00:00:00,1.6874169879999998
2487-01-01 00:00:00,1.684290465
2488-01-01 00:00:00,1.6811932610000002
2489-01-01 00:00:00,1.678131768
2490-01-01 00:00:00,1.675107737
2491-01-01 00:00:00,1.6721496809999998
2492-01-01 00:00:00,1.6693460359999999
2493-01-01 00:00:00,1.6667287800000001
2494-01-01 00:00:00,1.664119134
2495-01-01 00:00:00,1.6615169319999998
2496-01-01 00:00:00,1.658936265
2497-01-01 00:00:00,1.6563749229999998
2498-01-01 00:00:00,1.6538208229999998
2499-01-01 00:00:00,1.6512740479999999
2500-01-01 00:00:00,1.6512740479999999
