variable,Radiative Forcing
scenario,NDC_10_2000_CDRtest
region,World
model,unspecified
unit,W / m^2
climate_model,MAGICC6
todo,N/A
1820-01-01 00:00:00,0.08872387719000002
1821-01-01 00:00:00,0.0906155457
1822-01-01 00:00:00,0.09416099204
1823-01-01 00:00:00,0.09952667539
1824-01-01 00:00:00,0.11154547570000001
1825-01-01 00:00:00,0.128913743
1826-01-01 00:00:00,0.14994491850000002
1827-01-01 00:00:00,0.1671787202
1828-01-01 00:00:00,0.1702443474
1829-01-01 00:00:00,0.1325202963
1830-01-01 00:00:00,-0.21454845339999998
1831-01-01 00:00:00,-0.5970688683
1832-01-01 00:00:00,-0.41608933349999994
1833-01-01 00:00:00,-0.055337713129999966
1834-01-01 00:00:00,-0.7058653069999999
1835-01-01 00:00:00,-1.1991032849999999
1836-01-01 00:00:00,-0.5579173335
1837-01-01 00:00:00,-0.049572234909999985
1838-01-01 00:00:00,0.142359348
1839-01-01 00:00:00,0.1568015052
1840-01-01 00:00:00,0.11323204070000001
1841-01-01 00:00:00,0.1192061454
1842-01-01 00:00:00,0.11075897100000001
1843-01-01 00:00:00,0.07746924200000001
1844-01-01 00:00:00,0.1100053369
1845-01-01 00:00:00,0.1642807366
1846-01-01 00:00:00,0.1946253653
1847-01-01 00:00:00,0.2231017913
1848-01-01 00:00:00,0.23907659620000002
1849-01-01 00:00:00,0.2078654303
1850-01-01 00:00:00,0.1874526719
1851-01-01 00:00:00,0.2002369084
1852-01-01 00:00:00,0.1854185122
1853-01-01 00:00:00,0.1815288783
1854-01-01 00:00:00,0.1666942657
1855-01-01 00:00:00,-0.05162539584
1856-01-01 00:00:00,-0.6520519328
1857-01-01 00:00:00,-0.4893422012
1858-01-01 00:00:00,-0.0065254756019999935
1859-01-01 00:00:00,0.1712659982
1860-01-01 00:00:00,0.21851112560000002
1861-01-01 00:00:00,0.1248561806
1862-01-01 00:00:00,0.05401451194
1863-01-01 00:00:00,0.138018639
1864-01-01 00:00:00,0.18283111300000002
1865-01-01 00:00:00,0.1858274759
1866-01-01 00:00:00,0.18127817190000003
1867-01-01 00:00:00,0.190995041
1868-01-01 00:00:00,0.2277012976
1869-01-01 00:00:00,0.2583191735
1870-01-01 00:00:00,0.2768025524
1871-01-01 00:00:00,0.2596451447
1872-01-01 00:00:00,0.2079287178
1873-01-01 00:00:00,0.17331616460000002
1874-01-01 00:00:00,0.17419633639999998
1875-01-01 00:00:00,0.1348706893
1876-01-01 00:00:00,0.10809141650000001
1877-01-01 00:00:00,0.1438240085
1878-01-01 00:00:00,0.172704097
1879-01-01 00:00:00,0.199799797
1880-01-01 00:00:00,0.2283512046
1881-01-01 00:00:00,0.24754215599999999
1882-01-01 00:00:00,0.09665200331000001
1883-01-01 00:00:00,-1.3924284260000002
1884-01-01 00:00:00,-1.277963723
1885-01-01 00:00:00,-0.30582612740000004
1886-01-01 00:00:00,-0.3738454434
1887-01-01 00:00:00,-0.08737920444
1888-01-01 00:00:00,-0.18380021109999997
1889-01-01 00:00:00,-0.2076717812
1890-01-01 00:00:00,-0.25633763039999996
1891-01-01 00:00:00,-0.02997261935
1892-01-01 00:00:00,0.111592132
1893-01-01 00:00:00,0.26331947040000003
1894-01-01 00:00:00,0.293603204
1895-01-01 00:00:00,0.2174343115
1896-01-01 00:00:00,0.012213918
1897-01-01 00:00:00,0.05390496302
1898-01-01 00:00:00,0.16685756610000002
1899-01-01 00:00:00,0.21576735440000003
1900-01-01 00:00:00,0.22769119840000002
1901-01-01 00:00:00,0.18161599250000002
1902-01-01 00:00:00,-0.5425295792
1903-01-01 00:00:00,-0.4485328447
1904-01-01 00:00:00,0.049482366070000006
1905-01-01 00:00:00,0.20649319419999998
1906-01-01 00:00:00,0.21974670429999998
1907-01-01 00:00:00,0.1750874495
1908-01-01 00:00:00,0.2451550411
1909-01-01 00:00:00,0.2667759324
1910-01-01 00:00:00,0.26316736760000004
1911-01-01 00:00:00,0.262794171
1912-01-01 00:00:00,-0.11506370019999998
1913-01-01 00:00:00,0.13036181
1914-01-01 00:00:00,0.3047411433
1915-01-01 00:00:00,0.38824015110000004
1916-01-01 00:00:00,0.4207003313
1917-01-01 00:00:00,0.44352723850000003
1918-01-01 00:00:00,0.4344690484
1919-01-01 00:00:00,0.4120903901
1920-01-01 00:00:00,0.2842898756
1921-01-01 00:00:00,0.3736696698
1922-01-01 00:00:00,0.4007372998
1923-01-01 00:00:00,0.3948983984
1924-01-01 00:00:00,0.4145443988
1925-01-01 00:00:00,0.4630127881
1926-01-01 00:00:00,0.4921049543
1927-01-01 00:00:00,0.4981020748
1928-01-01 00:00:00,0.4271725773
1929-01-01 00:00:00,0.4285900164
1930-01-01 00:00:00,0.4710866789
1931-01-01 00:00:00,0.4659557901
1932-01-01 00:00:00,0.4183168265
1933-01-01 00:00:00,0.4835779141
1934-01-01 00:00:00,0.5152946205000001
1935-01-01 00:00:00,0.5813179319
1936-01-01 00:00:00,0.6096517778
1937-01-01 00:00:00,0.6054925043
1938-01-01 00:00:00,0.6007121655
1939-01-01 00:00:00,0.6128476163000001
1940-01-01 00:00:00,0.6113217717
1941-01-01 00:00:00,0.5907187255
1942-01-01 00:00:00,0.5363785367999999
1943-01-01 00:00:00,0.5463760528
1944-01-01 00:00:00,0.5740123712
1945-01-01 00:00:00,0.6092816366
1946-01-01 00:00:00,0.62395379
1947-01-01 00:00:00,0.6264147233
1948-01-01 00:00:00,0.6328177935
1949-01-01 00:00:00,0.5955914856000001
1950-01-01 00:00:00,0.5723623745
1951-01-01 00:00:00,0.4932063772
1952-01-01 00:00:00,0.4734207629
1953-01-01 00:00:00,0.4498778909
1954-01-01 00:00:00,0.4801822296
1955-01-01 00:00:00,0.5382750514
1956-01-01 00:00:00,0.6073875376
1957-01-01 00:00:00,0.6361521584000001
1958-01-01 00:00:00,0.6266153602
1959-01-01 00:00:00,0.624784235
1960-01-01 00:00:00,0.5255337921
1961-01-01 00:00:00,0.4339978183
1962-01-01 00:00:00,0.34781786160000006
1963-01-01 00:00:00,-0.39599373309999997
1964-01-01 00:00:00,-0.24957220309999997
1965-01-01 00:00:00,0.2392800234
1966-01-01 00:00:00,0.4921834216
1967-01-01 00:00:00,0.5259661396
1968-01-01 00:00:00,0.2647406627
1969-01-01 00:00:00,0.4919349578
1970-01-01 00:00:00,0.6916873793999999
1971-01-01 00:00:00,0.7922981365
1972-01-01 00:00:00,0.8086254811
1973-01-01 00:00:00,0.7678951097000001
1974-01-01 00:00:00,0.6110088875
1975-01-01 00:00:00,0.6408346558
1976-01-01 00:00:00,0.8498420887
1977-01-01 00:00:00,0.9782243521
1978-01-01 00:00:00,0.9957430241
1979-01-01 00:00:00,1.1238935070000002
1980-01-01 00:00:00,1.173553594
1981-01-01 00:00:00,1.061017034
1982-01-01 00:00:00,0.03262595279000004
1983-01-01 00:00:00,0.5964658762
1984-01-01 00:00:00,0.9593569302
1985-01-01 00:00:00,1.0571438480000002
1986-01-01 00:00:00,1.115447214
1987-01-01 00:00:00,1.2220481680000002
1988-01-01 00:00:00,1.362528263
1989-01-01 00:00:00,1.454329661
1990-01-01 00:00:00,1.4679334620000002
1991-01-01 00:00:00,-0.115157493
1992-01-01 00:00:00,0.480518553
1993-01-01 00:00:00,1.1562181420000002
1994-01-01 00:00:00,1.367361013
1995-01-01 00:00:00,1.473309259
1996-01-01 00:00:00,1.5313982720000001
1997-01-01 00:00:00,1.610034817
1998-01-01 00:00:00,1.7181087659999998
1999-01-01 00:00:00,1.798797452
2000-01-01 00:00:00,1.8268651480000002
2001-01-01 00:00:00,1.8583464209999998
2002-01-01 00:00:00,1.8581715310000002
2003-01-01 00:00:00,1.8153052869999997
2004-01-01 00:00:00,1.789949704
2005-01-01 00:00:00,1.7957200050000002
2006-01-01 00:00:00,1.825553116
2007-01-01 00:00:00,1.8659739920000002
2008-01-01 00:00:00,1.9263130119999998
2009-01-01 00:00:00,2.079420302
2010-01-01 00:00:00,2.08122357
2011-01-01 00:00:00,2.121802347
2012-01-01 00:00:00,2.1922593170000004
2013-01-01 00:00:00,2.2309109099999995
2014-01-01 00:00:00,2.292491617
2015-01-01 00:00:00,2.3554208749999996
2016-01-01 00:00:00,2.382333693
2017-01-01 00:00:00,2.4239133309999996
2018-01-01 00:00:00,2.4671816349999998
2019-01-01 00:00:00,2.5110442969999998
2020-01-01 00:00:00,2.552119846
2021-01-01 00:00:00,2.588928772
2022-01-01 00:00:00,2.626512134
2023-01-01 00:00:00,2.663786308
2024-01-01 00:00:00,2.7038288610000003
2025-01-01 00:00:00,2.744704505
2026-01-01 00:00:00,2.786913905
2027-01-01 00:00:00,2.8268336
2028-01-01 00:00:00,2.8691074339999996
2029-01-01 00:00:00,2.909803079
2030-01-01 00:00:00,2.951331533
2031-01-01 00:00:00,2.9954891509999997
2032-01-01 00:00:00,3.036802604
2033-01-01 00:00:00,3.079492784
2034-01-01 00:00:00,3.1224725550000003
2035-01-01 00:00:00,3.1637656330000006
2036-01-01 00:00:00,3.202438233
2037-01-01 00:00:00,3.2434314719999997
2038-01-01 00:00:00,3.283661299
2039-01-01 00:00:00,3.3233754510000004
2040-01-01 00:00:00,3.3583827690000003
2041-01-01 00:00:00,3.3935566030000004
2042-01-01 00:00:00,3.4292726869999997
2043-01-01 00:00:00,3.465545226
2044-01-01 00:00:00,3.503184291
2045-01-01 00:00:00,3.5382141409999996
2046-01-01 00:00:00,3.570773075
2047-01-01 00:00:00,3.606695798
2048-01-01 00:00:00,3.641808024
2049-01-01 00:00:00,3.6732017889999997
2050-01-01 00:00:00,3.7064348000000003
2051-01-01 00:00:00,3.7376793950000002
2052-01-01 00:00:00,3.7681866150000003
2053-01-01 00:00:00,3.7987761290000006
2054-01-01 00:00:00,3.833031479
2055-01-01 00:00:00,3.862192078
2056-01-01 00:00:00,3.889984717
2057-01-01 00:00:00,3.916904302
2058-01-01 00:00:00,3.9476902280000004
2059-01-01 00:00:00,3.9757883899999995
2060-01-01 00:00:00,4.004327607
2061-01-01 00:00:00,4.0270450780000004
2062-01-01 00:00:00,4.0513179059999995
2063-01-01 00:00:00,4.075736387
2064-01-01 00:00:00,4.093041068
2065-01-01 00:00:00,4.116165893
2066-01-01 00:00:00,4.139149236
2067-01-01 00:00:00,4.162581072
2068-01-01 00:00:00,4.183931846
2069-01-01 00:00:00,4.204049329
2070-01-01 00:00:00,4.225871946
2071-01-01 00:00:00,4.24658283
2072-01-01 00:00:00,4.265703054
2073-01-01 00:00:00,4.2864364230000005
2074-01-01 00:00:00,4.308244984
2075-01-01 00:00:00,4.327985924
2076-01-01 00:00:00,4.346642576999999
2077-01-01 00:00:00,4.362798840999999
2078-01-01 00:00:00,4.3779527709999995
2079-01-01 00:00:00,4.393640099000001
2080-01-01 00:00:00,4.409446892
2081-01-01 00:00:00,4.426972825
2082-01-01 00:00:00,4.443100929
2083-01-01 00:00:00,4.456045731
2084-01-01 00:00:00,4.474028056999999
2085-01-01 00:00:00,4.486183483
2086-01-01 00:00:00,4.499188451
2087-01-01 00:00:00,4.510568325
2088-01-01 00:00:00,4.522532645999999
2089-01-01 00:00:00,4.534488589
2090-01-01 00:00:00,4.543975528
2091-01-01 00:00:00,4.552353708
2092-01-01 00:00:00,4.560241842
2093-01-01 00:00:00,4.56700118
2094-01-01 00:00:00,4.573521501
2095-01-01 00:00:00,4.581275433
2096-01-01 00:00:00,4.588690446
2097-01-01 00:00:00,4.596283403999999
2098-01-01 00:00:00,4.6039673830000005
2099-01-01 00:00:00,4.611465695
2100-01-01 00:00:00,4.6189097
2101-01-01 00:00:00,4.627398357
2102-01-01 00:00:00,4.635002316
2103-01-01 00:00:00,4.641473596
2104-01-01 00:00:00,4.646788137999999
2105-01-01 00:00:00,4.652398708
2106-01-01 00:00:00,4.657632525
2107-01-01 00:00:00,4.662668741
2108-01-01 00:00:00,4.667636103
2109-01-01 00:00:00,4.672354365
2110-01-01 00:00:00,4.6767050590000006
2111-01-01 00:00:00,4.68040019
2112-01-01 00:00:00,4.683492490000001
2113-01-01 00:00:00,4.687450789000001
2114-01-01 00:00:00,4.687722727000001
2115-01-01 00:00:00,4.69013668
2116-01-01 00:00:00,4.692704858
2117-01-01 00:00:00,4.695649670999999
2118-01-01 00:00:00,4.6961737470000005
2119-01-01 00:00:00,4.697718676
2120-01-01 00:00:00,4.699650362
2121-01-01 00:00:00,4.702929309
2122-01-01 00:00:00,4.703646771
2123-01-01 00:00:00,4.703919374
2124-01-01 00:00:00,4.703960835
2125-01-01 00:00:00,4.7022387750000005
2126-01-01 00:00:00,4.701893784000001
2127-01-01 00:00:00,4.701033072
2128-01-01 00:00:00,4.698366924
2129-01-01 00:00:00,4.6947305
2130-01-01 00:00:00,4.690958107999999
2131-01-01 00:00:00,4.688763000000001
2132-01-01 00:00:00,4.684977083
2133-01-01 00:00:00,4.681574587
2134-01-01 00:00:00,4.681401869
2135-01-01 00:00:00,4.678906245
2136-01-01 00:00:00,4.674956358999999
2137-01-01 00:00:00,4.670381644
2138-01-01 00:00:00,4.6651088089999995
2139-01-01 00:00:00,4.661051551
2140-01-01 00:00:00,4.6548737110000005
2141-01-01 00:00:00,4.647469503
2142-01-01 00:00:00,4.642139592
2143-01-01 00:00:00,4.635405185000001
2144-01-01 00:00:00,4.634087268
2145-01-01 00:00:00,4.629163354
2146-01-01 00:00:00,4.6246032050000005
2147-01-01 00:00:00,4.616915387000001
2148-01-01 00:00:00,4.6079789149999995
2149-01-01 00:00:00,4.5999643930000005
2150-01-01 00:00:00,4.59315038
2151-01-01 00:00:00,4.584046912
2152-01-01 00:00:00,4.573354075
2153-01-01 00:00:00,4.5654540720000005
2154-01-01 00:00:00,4.556543386
2155-01-01 00:00:00,4.546726166
2156-01-01 00:00:00,4.538026289000001
2157-01-01 00:00:00,4.526348326
2158-01-01 00:00:00,4.511736149
2159-01-01 00:00:00,4.497134194
2160-01-01 00:00:00,4.482695873
2161-01-01 00:00:00,4.468748568
2162-01-01 00:00:00,4.45477008
2163-01-01 00:00:00,4.440638464
2164-01-01 00:00:00,4.427738178999999
2165-01-01 00:00:00,4.414077755999999
2166-01-01 00:00:00,4.401348017999999
2167-01-01 00:00:00,4.390976193
2168-01-01 00:00:00,4.381013452
2169-01-01 00:00:00,4.366085529
2170-01-01 00:00:00,4.353274858999999
2171-01-01 00:00:00,4.340445466
2172-01-01 00:00:00,4.327723771
2173-01-01 00:00:00,4.312232547
2174-01-01 00:00:00,4.296421873
2175-01-01 00:00:00,4.280566434
2176-01-01 00:00:00,4.263946748
2177-01-01 00:00:00,4.247278837
2178-01-01 00:00:00,4.2303231189999995
2179-01-01 00:00:00,4.213310258000001
2180-01-01 00:00:00,4.196144341
2181-01-01 00:00:00,4.1784576829999995
2182-01-01 00:00:00,4.160092352
2183-01-01 00:00:00,4.142454951
2184-01-01 00:00:00,4.12310345
2185-01-01 00:00:00,4.10438753
2186-01-01 00:00:00,4.086144932
2187-01-01 00:00:00,4.069016852
2188-01-01 00:00:00,4.050913920999999
2189-01-01 00:00:00,4.032912841
2190-01-01 00:00:00,4.0148024
2191-01-01 00:00:00,3.996697945
2192-01-01 00:00:00,3.9775543
2193-01-01 00:00:00,3.9596088810000003
2194-01-01 00:00:00,3.9429961760000003
2195-01-01 00:00:00,3.9252713850000003
2196-01-01 00:00:00,3.9079113869999995
2197-01-01 00:00:00,3.890631894
2198-01-01 00:00:00,3.8736227790000006
2199-01-01 00:00:00,3.8565919509999995
2200-01-01 00:00:00,3.838661128
2201-01-01 00:00:00,3.821303597
2202-01-01 00:00:00,3.8044402319999997
2203-01-01 00:00:00,3.7871027
2204-01-01 00:00:00,3.7697934999999996
2205-01-01 00:00:00,3.7525190999999998
2206-01-01 00:00:00,3.73520844
2207-01-01 00:00:00,3.7178629670000003
2208-01-01 00:00:00,3.700631565
2209-01-01 00:00:00,3.6837352999999995
2210-01-01 00:00:00,3.666942298
2211-01-01 00:00:00,3.650642799
2212-01-01 00:00:00,3.6337624360000005
2213-01-01 00:00:00,3.616762981
2214-01-01 00:00:00,3.6005035420000002
2215-01-01 00:00:00,3.58426424
2216-01-01 00:00:00,3.5680797300000004
2217-01-01 00:00:00,3.551967294
2218-01-01 00:00:00,3.5355974870000004
2219-01-01 00:00:00,3.5192565070000006
2220-01-01 00:00:00,3.5029386550000003
2221-01-01 00:00:00,3.486642965
2222-01-01 00:00:00,3.4703684050000003
2223-01-01 00:00:00,3.4541139089999997
2224-01-01 00:00:00,3.4378785620000003
2225-01-01 00:00:00,3.421583876
2226-01-01 00:00:00,3.404953542
2227-01-01 00:00:00,3.3880351479999997
2228-01-01 00:00:00,3.3712482720000003
2229-01-01 00:00:00,3.354519806
2230-01-01 00:00:00,3.338161538
2231-01-01 00:00:00,3.322096908
2232-01-01 00:00:00,3.3060911530000006
2233-01-01 00:00:00,3.2901716929999996
2234-01-01 00:00:00,3.274269543
2235-01-01 00:00:00,3.2583838540000003
2236-01-01 00:00:00,3.242513728
2237-01-01 00:00:00,3.2266587330000003
2238-01-01 00:00:00,3.210645788
2239-01-01 00:00:00,3.194617346
2240-01-01 00:00:00,3.1781973550000004
2241-01-01 00:00:00,3.1614012000000002
2242-01-01 00:00:00,3.1457715
2243-01-01 00:00:00,3.1301632
2244-01-01 00:00:00,3.1145758
2245-01-01 00:00:00,3.0990087
2246-01-01 00:00:00,3.0834442720000004
2247-01-01 00:00:00,3.067829246
2248-01-01 00:00:00,3.0523140349999998
2249-01-01 00:00:00,3.0368124950000004
2250-01-01 00:00:00,3.021324043
2251-01-01 00:00:00,3.005496676
2252-01-01 00:00:00,2.989361957
2253-01-01 00:00:00,2.973508911
2254-01-01 00:00:00,2.957754109
2255-01-01 00:00:00,2.94212591
2256-01-01 00:00:00,2.92622384
2257-01-01 00:00:00,2.9111115
2258-01-01 00:00:00,2.894087083
2259-01-01 00:00:00,2.8771969339999997
2260-01-01 00:00:00,2.8608569440000005
2261-01-01 00:00:00,2.844624068
2262-01-01 00:00:00,2.828382066
2263-01-01 00:00:00,2.81213097
2264-01-01 00:00:00,2.7958703629999997
2265-01-01 00:00:00,2.7796003280000003
2266-01-01 00:00:00,2.763332599
2267-01-01 00:00:00,2.747073587
2268-01-01 00:00:00,2.73078377
2269-01-01 00:00:00,2.715660959
2270-01-01 00:00:00,2.7009502640000003
2271-01-01 00:00:00,2.685137261
2272-01-01 00:00:00,2.669971014
2273-01-01 00:00:00,2.655149255
2274-01-01 00:00:00,2.640399609
2275-01-01 00:00:00,2.625775489
2276-01-01 00:00:00,2.611626311
2277-01-01 00:00:00,2.59771745
2278-01-01 00:00:00,2.583591811
2279-01-01 00:00:00,2.56956551
2280-01-01 00:00:00,2.555630103
2281-01-01 00:00:00,2.5417780480000003
2282-01-01 00:00:00,2.528027083
2283-01-01 00:00:00,2.5145373340000003
2284-01-01 00:00:00,2.501875115
2285-01-01 00:00:00,2.487705464
2286-01-01 00:00:00,2.4737282150000004
2287-01-01 00:00:00,2.460096297
2288-01-01 00:00:00,2.4466490020000005
2289-01-01 00:00:00,2.4332657240000004
2290-01-01 00:00:00,2.4198365
2291-01-01 00:00:00,2.405596315
2292-01-01 00:00:00,2.39270932
2293-01-01 00:00:00,2.3801138120000003
2294-01-01 00:00:00,2.3669090059999998
2295-01-01 00:00:00,2.35373303
2296-01-01 00:00:00,2.35717056
2297-01-01 00:00:00,2.358834082
2298-01-01 00:00:00,2.360017491
2299-01-01 00:00:00,2.361360036
2300-01-01 00:00:00,2.3618305040000003
2301-01-01 00:00:00,2.3609156290000004
2302-01-01 00:00:00,2.359918866
2303-01-01 00:00:00,2.358955306
2304-01-01 00:00:00,2.357766757
2305-01-01 00:00:00,2.3563491659999998
2306-01-01 00:00:00,2.3547264040000004
2307-01-01 00:00:00,2.352918759
2308-01-01 00:00:00,2.350943204
2309-01-01 00:00:00,2.348814463
2310-01-01 00:00:00,2.345961533
2311-01-01 00:00:00,2.34272801
2312-01-01 00:00:00,2.338517316
2313-01-01 00:00:00,2.334860633
2314-01-01 00:00:00,2.3321301130000003
2315-01-01 00:00:00,2.3293130970000004
2316-01-01 00:00:00,2.326437812
2317-01-01 00:00:00,2.323585737
2318-01-01 00:00:00,2.3206744870000002
2319-01-01 00:00:00,2.3176868160000006
2320-01-01 00:00:00,2.314627986
2321-01-01 00:00:00,2.3109789480000003
2322-01-01 00:00:00,2.3071155570000004
2323-01-01 00:00:00,2.3033310690000004
2324-01-01 00:00:00,2.2996600169999994
2325-01-01 00:00:00,2.2959446660000005
2326-01-01 00:00:00,2.2921879520000004
2327-01-01 00:00:00,2.288392562
2328-01-01 00:00:00,2.284561149
2329-01-01 00:00:00,2.2811777509999995
2330-01-01 00:00:00,2.278310785
2331-01-01 00:00:00,2.2754018339999997
2332-01-01 00:00:00,2.2715472680000004
2333-01-01 00:00:00,2.267197136
2334-01-01 00:00:00,2.2628232840000004
2335-01-01 00:00:00,2.2585452729999997
2336-01-01 00:00:00,2.2542798730000007
2337-01-01 00:00:00,2.249993908
2338-01-01 00:00:00,2.245598779
2339-01-01 00:00:00,2.2410084140000004
2340-01-01 00:00:00,2.23638202
2341-01-01 00:00:00,2.231742841
2342-01-01 00:00:00,2.227317059
2343-01-01 00:00:00,2.222895548
2344-01-01 00:00:00,2.218463262
2345-01-01 00:00:00,2.21439425
2346-01-01 00:00:00,2.21045762
2347-01-01 00:00:00,2.206514616
2348-01-01 00:00:00,2.2020379919999997
2349-01-01 00:00:00,2.196868109
2350-01-01 00:00:00,2.191699415
2351-01-01 00:00:00,2.1865325270000002
2352-01-01 00:00:00,2.181631155
2353-01-01 00:00:00,2.176983338
2354-01-01 00:00:00,2.17239292
2355-01-01 00:00:00,2.167800729
2356-01-01 00:00:00,2.163282935
2357-01-01 00:00:00,2.158836689
2358-01-01 00:00:00,2.15439235
2359-01-01 00:00:00,2.149950401
2360-01-01 00:00:00,2.145511359
2361-01-01 00:00:00,2.1410756409999996
2362-01-01 00:00:00,2.1366436299999996
2363-01-01 00:00:00,2.13221576
2364-01-01 00:00:00,2.127186697
2365-01-01 00:00:00,2.1222590749999997
2366-01-01 00:00:00,2.118011599
2367-01-01 00:00:00,2.11408852
2368-01-01 00:00:00,2.110305884
2369-01-01 00:00:00,2.106283087
2370-01-01 00:00:00,2.102151031
2371-01-01 00:00:00,2.098123719
2372-01-01 00:00:00,2.094103226
2373-01-01 00:00:00,2.0898268250000003
2374-01-01 00:00:00,2.084854484
2375-01-01 00:00:00,2.0807084909999998
2376-01-01 00:00:00,2.076719683
2377-01-01 00:00:00,2.0717898889999997
2378-01-01 00:00:00,2.0673625299999996
2379-01-01 00:00:00,2.063125844
2380-01-01 00:00:00,2.0589118550000003
2381-01-01 00:00:00,2.054709107
2382-01-01 00:00:00,2.050509618
2383-01-01 00:00:00,2.046498856
2384-01-01 00:00:00,2.042093274
2385-01-01 00:00:00,2.037860244
2386-01-01 00:00:00,2.033655168
2387-01-01 00:00:00,2.029490917
2388-01-01 00:00:00,2.025346908
2389-01-01 00:00:00,2.021354417
2390-01-01 00:00:00,2.017214116
2391-01-01 00:00:00,2.0132720660000003
2392-01-01 00:00:00,2.009285257
2393-01-01 00:00:00,2.005242025
2394-01-01 00:00:00,2.001928171
2395-01-01 00:00:00,1.998622877
2396-01-01 00:00:00,1.995062161
2397-01-01 00:00:00,1.9915838519999998
2398-01-01 00:00:00,1.988120443
2399-01-01 00:00:00,1.9846375209999998
2400-01-01 00:00:00,1.9810225670000001
2401-01-01 00:00:00,1.977567562
2402-01-01 00:00:00,1.9738859650000002
2403-01-01 00:00:00,1.9700463000000001
2404-01-01 00:00:00,1.9646232570000002
2405-01-01 00:00:00,1.9600910250000003
2406-01-01 00:00:00,1.9560157550000001
2407-01-01 00:00:00,1.952055386
2408-01-01 00:00:00,1.9481105529999998
2409-01-01 00:00:00,1.944181156
2410-01-01 00:00:00,1.9402670780000002
2411-01-01 00:00:00,1.936368236
2412-01-01 00:00:00,1.9324844469999998
2413-01-01 00:00:00,1.928615777
2414-01-01 00:00:00,1.92479364
2415-01-01 00:00:00,1.921141956
2416-01-01 00:00:00,1.9176689930000002
2417-01-01 00:00:00,1.9144510120000002
2418-01-01 00:00:00,1.9108550910000002
2419-01-01 00:00:00,1.9073885990000001
2420-01-01 00:00:00,1.903979565
2421-01-01 00:00:00,1.9005919850000002
2422-01-01 00:00:00,1.8972181430000001
2423-01-01 00:00:00,1.893857905
2424-01-01 00:00:00,1.890249008
2425-01-01 00:00:00,1.8864430269999999
2426-01-01 00:00:00,1.882534748
2427-01-01 00:00:00,1.8786479630000001
2428-01-01 00:00:00,1.8750822829999998
2429-01-01 00:00:00,1.871699
2430-01-01 00:00:00,1.868328638
2431-01-01 00:00:00,1.864816568
2432-01-01 00:00:00,1.861262902
2433-01-01 00:00:00,1.8578351590000002
2434-01-01 00:00:00,1.85442122
2435-01-01 00:00:00,1.8510210679999999
2436-01-01 00:00:00,1.84763452
2437-01-01 00:00:00,1.8442615590000002
2438-01-01 00:00:00,1.840902002
2439-01-01 00:00:00,1.8375558149999998
2440-01-01 00:00:00,1.834222998
2441-01-01 00:00:00,1.8309032850000002
2442-01-01 00:00:00,1.827596659
2443-01-01 00:00:00,1.8243030199999999
2444-01-01 00:00:00,1.8210223339999998
2445-01-01 00:00:00,1.817779083
2446-01-01 00:00:00,1.8146249680000002
